"Date","Price","Open","High","Low","Vol.","Change %"
"10/03/2022","1,249.75","1,256.64","1,257.94","1,247.25","3.38B","-0.55%"
"09/30/2022","1,256.64","1,257.08","1,261.65","1,236.54","5.17B","-0.04%"
"09/29/2022","1,257.08","1,263.94","1,275.38","1,254.66","4.69B","-0.54%"
"09/28/2022","1,263.92","1,270.46","1,280.58","1,262.54","3.95B","-0.52%"
"09/27/2022","1,270.47","1,273.92","1,274.99","1,263.41","4.66B","-0.27%"
"09/26/2022","1,273.92","1,284.76","1,284.76","1,256.76","5.09B","-0.85%"
"09/23/2022","1,284.78","1,292.22","1,292.22","1,282.32","4.04B","-0.57%"
"09/22/2022","1,292.19","1,287.14","1,293.62","1,274.69","4.19B","0.39%"
"09/21/2022","1,287.17","1,287.02","1,288.91","1,275.27","4.21B","0.01%"
"09/20/2022","1,287.04","1,284.06","1,296.61","1,283.87","5.81B","0.23%"
"09/19/2022","1,284.04","1,276.82","1,292.26","1,272.98","5.12B","0.57%"
"09/16/2022","1,276.80","1,304.02","1,304.16","1,276.06","9.76B","-2.09%"
"09/15/2022","1,304.02","1,298.08","1,318.78","1,298.08","6.59B","0.46%"
"09/14/2022","1,298.05","1,306.72","1,306.72","1,286.36","4.92B","-0.67%"
"09/13/2022","1,306.75","1,293.95","1,312.96","1,293.94","4.75B","0.99%"
"09/12/2022","1,293.95","1,290.17","1,297.93","1,287.17","4.22B","0.29%"
"09/09/2022","1,290.17","1,285.69","1,293.70","1,281.43","3.45B","0.35%"
"09/08/2022","1,285.68","1,276.75","1,295.03","1,276.71","5.61B","0.70%"
"09/07/2022","1,276.75","1,287.34","1,288.28","1,273.26","5.07B","-0.82%"
"09/06/2022","1,287.34","1,288.36","1,299.07","1,287.34","4.75B","-0.08%"
"09/05/2022","1,288.35","1,279.21","1,291.84","1,272.47","4.82B","0.71%"
"09/02/2022","1,279.22","1,276.30","1,287.20","1,273.59","4.22B","0.23%"
"09/01/2022","1,276.30","1,283.50","1,286.47","1,274.11","3.78B","-0.56%"
"08/31/2022","1,283.50","1,282.05","1,283.95","1,262.71","5.86B","0.11%"
"08/30/2022","1,282.04","1,275.60","1,295.80","1,275.49","4.66B","0.51%"
"08/29/2022","1,275.59","1,275.69","1,275.69","1,249.88","5.19B","-0.01%"
"08/26/2022","1,275.72","1,283.27","1,288.09","1,275.72","5.80B","-0.59%"
"08/25/2022","1,283.25","1,289.27","1,291.89","1,277.30","5.44B","-0.47%"
"08/24/2022","1,289.27","1,284.82","1,291.97","1,282.53","4.03B","0.35%"
"08/23/2022","1,284.81","1,272.95","1,289.77","1,272.69","5.34B","0.93%"
"08/22/2022","1,272.97","1,285.51","1,285.96","1,263.94","5.29B","-0.98%"
"08/19/2022","1,285.51","1,288.25","1,297.00","1,285.51","3.95B","-0.21%"
"08/18/2022","1,288.24","1,278.03","1,288.24","1,275.03","5.01B","0.80%"
"08/16/2022","1,278.03","1,268.43","1,280.32","1,266.83","5.98B","0.76%"
"08/15/2022","1,268.43","1,276.80","1,282.54","1,265.96","4.38B","-0.66%"
"08/12/2022","1,276.80","1,283.43","1,284.40","1,273.91","4.13B","-0.52%"
"08/11/2022","1,283.43","1,269.55","1,288.78","1,269.55","6.03B","1.09%"
"08/10/2022","1,269.54","1,269.91","1,270.19","1,253.76","4.06B","-0.03%"
"08/09/2022","1,269.91","1,268.19","1,280.06","1,268.19","5.04B","0.14%"
"08/08/2022","1,268.19","1,267.89","1,270.65","1,260.90","4.89B","0.02%"
"08/05/2022","1,267.89","1,263.10","1,269.01","1,259.23","5.06B","0.38%"
"08/04/2022","1,263.10","1,259.74","1,265.98","1,255.29","6.56B","0.27%"
"08/03/2022","1,259.74","1,245.06","1,259.74","1,241.75","5.90B","1.18%"
"08/02/2022","1,245.06","1,239.43","1,245.06","1,227.34","4.97B","0.45%"
"08/01/2022","1,239.43","1,235.90","1,248.81","1,235.62","4.59B","0.29%"
"07/29/2022","1,235.90","1,232.89","1,248.87","1,232.89","5.37B","0.25%"
"07/28/2022","1,232.86","1,227.15","1,241.39","1,227.15","5.62B","0.47%"
"07/27/2022","1,227.13","1,221.46","1,227.21","1,219.96","3.22B","0.46%"
"07/26/2022","1,221.48","1,214.56","1,224.11","1,214.29","2.71B","0.57%"
"07/25/2022","1,214.55","1,219.20","1,223.20","1,214.55","2.21B","-0.38%"
"07/22/2022","1,219.17","1,217.65","1,222.40","1,214.56","3.07B","0.13%"
"07/21/2022","1,217.65","1,218.22","1,221.38","1,205.22","2.56B","-0.05%"
"07/20/2022","1,218.21","1,189.04","1,219.93","1,189.04","4.57B","2.45%"
"07/19/2022","1,189.02","1,175.12","1,189.65","1,171.40","2.94B","1.18%"
"07/18/2022","1,175.11","1,160.69","1,175.11","1,159.97","2.30B","1.25%"
"07/15/2022","1,160.65","1,168.49","1,175.46","1,159.32","2.73B","-0.67%"
"07/14/2022","1,168.49","1,158.23","1,170.79","1,152.23","2.48B","0.89%"
"07/13/2022","1,158.23","1,171.48","1,174.63","1,158.23","2.70B","-1.13%"
"07/12/2022","1,171.48","1,172.23","1,177.22","1,171.04","2.20B","-0.06%"
"07/11/2022","1,172.22","1,173.52","1,175.95","1,166.62","1.84B","-0.12%"
"07/08/2022","1,173.58","1,161.67","1,174.67","1,161.67","2.71B","1.03%"
"07/07/2022","1,161.65","1,164.99","1,168.54","1,159.63","2.20B","-0.29%"
"07/06/2022","1,164.99","1,174.29","1,175.64","1,154.07","2.71B","-0.79%"
"07/05/2022","1,174.29","1,159.19","1,187.08","1,159.19","2.85B","1.30%"
"07/04/2022","1,159.18","1,181.68","1,182.29","1,143.31","3.71B","-1.90%"
"07/01/2022","1,181.67","1,202.95","1,208.91","1,180.32","2.99B","-1.77%"
"06/30/2022","1,202.95","1,208.40","1,220.26","1,201.25","3.50B","-0.45%"
"06/29/2022","1,208.40","1,223.03","1,223.70","1,208.40","2.96B","-1.20%"
"06/28/2022","1,223.03","1,224.91","1,225.13","1,215.60","3.34B","-0.15%"
"06/27/2022","1,224.89","1,233.89","1,237.36","1,217.37","3.14B","-0.73%"
"06/24/2022","1,233.86","1,230.94","1,238.21","1,230.70","3.00B","0.24%"
"06/23/2022","1,230.92","1,226.13","1,233.93","1,215.46","3.18B","0.39%"
"06/22/2022","1,226.13","1,239.19","1,240.65","1,225.39","3.45B","-1.05%"
"06/21/2022","1,239.18","1,226.93","1,241.93","1,226.93","3.73B","1.00%"
"06/20/2022","1,226.94","1,217.64","1,226.94","1,206.08","3.81B","0.77%"
"06/17/2022","1,217.62","1,218.99","1,221.71","1,207.09","4.67B","-1.32%"
"06/16/2022","1,233.86","1,233.24","1,246.60","1,231.61","4.72B","1.12%"
"06/15/2022","1,220.22","1,227.78","1,232.84","1,209.45","4.03B","-0.96%"
"06/14/2022","1,232.05","1,215.71","1,232.05","1,211.30","3.62B","0.62%"
"06/13/2022","1,224.42","1,223.52","1,226.07","1,208.75","4.41B","-1.53%"
"06/10/2022","1,243.41","1,260.15","1,262.94","1,241.13","3.92B","-2.13%"
"06/09/2022","1,270.47","1,277.72","1,285.01","1,270.47","4.14B","-0.68%"
"06/08/2022","1,279.14","1,271.55","1,280.41","1,269.33","4.22B","0.53%"
"06/07/2022","1,272.34","1,279.02","1,284.20","1,272.34","3.83B","-0.38%"
"06/06/2022","1,277.19","1,280.90","1,288.04","1,266.29","3.69B","-0.66%"
"06/03/2022","1,285.69","1,289.12","1,297.14","1,285.69","3.76B","0.28%"
"06/02/2022","1,282.10","1,296.43","1,299.47","1,277.20","4.64B","-1.44%"
"05/31/2022","1,300.77","1,278.06","1,300.77","1,273.77","7.98B","2.32%"
"05/30/2022","1,271.28","1,277.63","1,279.48","1,258.79","3.60B","0.04%"
"05/27/2022","1,270.71","1,258.96","1,270.71","1,256.55","4.45B","2.18%"
"05/25/2022","1,243.60","1,251.44","1,257.54","1,240.91","3.60B","-0.65%"
"05/24/2022","1,251.72","1,241.98","1,258.28","1,241.98","3.83B","1.23%"
"05/23/2022","1,236.52","1,256.71","1,260.44","1,230.73","3.33B","-1.32%"
"05/20/2022","1,253.05","1,245.89","1,260.95","1,245.89","3.99B","0.94%"
"05/19/2022","1,241.43","1,228.21","1,245.10","1,214.54","4.22B","-0.40%"
"05/18/2022","1,246.43","1,242.29","1,250.33","1,234.54","3.91B","0.94%"
"05/17/2022","1,234.84","1,230.66","1,245.39","1,228.19","3.83B","0.48%"
"05/13/2022","1,228.90","1,222.03","1,237.83","1,210.46","5.01B","0.36%"
"05/12/2022","1,224.45","1,261.79","1,261.89","1,217.91","4.26B","-3.22%"
"05/11/2022","1,265.13","1,263.17","1,279.49","1,258.95","","0.40%"
"05/10/2022","1,260.13","1,230.97","1,262.57","1,224.37","5.46B","-0.80%"
"05/09/2022","1,270.33","1,320.18","1,321.17","1,266.83","5.61B","-5.05%"
"04/28/2022","1,337.88","1,338.51","1,346.20","1,334.65","5.08B","1.22%"
"04/27/2022","1,321.77","1,318.08","1,325.34","1,316.50","3.30B","-0.08%"
"04/26/2022","1,322.79","1,309.20","1,322.79","1,305.47","3.85B","0.95%"
"04/25/2022","1,310.37","1,301.01","1,313.75","1,286.39","4.08B","0.29%"
"04/22/2022","1,306.56","1,309.74","1,320.57","1,297.87","3.77B","-0.69%"
"04/21/2022","1,315.65","1,308.75","1,320.57","1,307.64","4.50B","0.94%"
"04/20/2022","1,303.42","1,293.30","1,308.45","1,291.31","5.18B","1.31%"
"04/19/2022","1,286.52","1,295.16","1,297.84","1,285.91","3.66B","-0.51%"
"04/18/2022","1,293.14","1,288.25","1,294.96","1,288.25","3.49B","0.56%"
"04/14/2022","1,285.90","1,295.51","1,296.96","1,284.86","3.67B","-0.69%"
"04/13/2022","1,294.80","1,291.20","1,295.78","1,287.72","4.19B","0.77%"
"04/12/2022","1,284.94","1,276.08","1,284.94","1,272.23","3.84B","0.71%"
"04/11/2022","1,275.84","1,296.33","1,296.79","1,274.66","4.16B","-1.56%"
"04/08/2022","1,296.03","1,286.63","1,297.51","1,284.24","3.92B","1.28%"
"04/07/2022","1,279.64","1,279.19","1,284.29","1,273.83","3.62B","0.20%"
"04/06/2022","1,277.02","1,282.40","1,286.06","1,272.83","4.62B","-0.75%"
"04/05/2022","1,286.62","1,280.73","1,286.62","1,277.44","3.26B","0.57%"
"04/04/2022","1,279.37","1,272.44","1,279.37","1,267.88","3.14B","0.63%"
"04/01/2022","1,271.34","1,273.18","1,274.31","1,263.24","4.03B","0.26%"
"03/31/2022","1,268.09","1,272.31","1,276.66","1,264.34","3.78B","0.02%"
"03/30/2022","1,267.82","1,267.08","1,269.60","1,261.67","4.79B","0.53%"
"03/29/2022","1,261.15","1,272.27","1,276.69","1,260.15","3.83B","-0.80%"
"03/28/2022","1,271.35","1,260.22","1,272.42","1,257.75","4.06B","0.90%"
"03/25/2022","1,259.96","1,272.28","1,273.34","1,253.99","3.77B","-0.95%"
"03/24/2022","1,272.02","1,251.18","1,272.02","1,250.61","4.62B","1.48%"
"03/23/2022","1,253.43","1,256.20","1,258.75","1,248.09","3.89B","-0.04%"
"03/22/2022","1,253.97","1,248.88","1,254.26","1,247.09","4.03B","0.76%"
"03/21/2022","1,244.52","1,241.56","1,247.48","1,239.05","3.65B","0.12%"
"03/18/2022","1,243.01","1,249.39","1,252.11","1,236.68","5.15B","-0.17%"
"03/17/2022","1,245.09","1,255.66","1,259.13","1,242.44","4.34B","-0.45%"
"03/16/2022","1,250.72","1,240.05","1,250.72","1,239.48","4.84B","1.38%"
"03/15/2022","1,233.73","1,245.43","1,250.29","1,228.76","4.70B","-0.73%"
"03/14/2022","1,242.81","1,244.61","1,247.94","1,236.76","4.99B","0.29%"
"03/11/2022","1,239.19","1,228.54","1,239.19","1,222.72","4.34B","0.10%"
"03/10/2022","1,237.94","1,236.66","1,239.01","1,221.27","5.25B","0.66%"
"03/09/2022","1,229.82","1,225.48","1,236.20","1,221.58","6.32B","0.80%"
"03/08/2022","1,220.00","1,232.00","1,241.65","1,218.78","8.20B","-0.31%"
"03/07/2022","1,223.76","1,226.21","1,228.61","1,213.74","6.32B","-0.48%"
"03/04/2022","1,229.71","1,224.44","1,230.01","1,218.90","5.58B","1.55%"
"03/02/2022","1,210.91","1,228.37","1,232.40","1,208.55","4.72B","-0.90%"
"03/01/2022","1,221.87","1,237.27","1,241.69","1,221.64","5.33B","0.28%"
"02/25/2022","1,218.48","1,206.60","1,221.07","1,206.31","5.37B","1.16%"
"02/24/2022","1,204.49","1,216.06","1,223.05","1,190.79","7.23B","-1.26%"
"02/23/2022","1,219.89","1,212.65","1,219.89","1,209.76","3.74B","0.91%"
"02/22/2022","1,208.87","1,209.63","1,214.70","1,199.34","3.50B","-0.50%"
"02/21/2022","1,214.95","1,216.69","1,222.32","1,211.71","3.03B","-0.06%"
"02/18/2022","1,215.72","1,205.09","1,218.68","1,200.86","3.08B","0.86%"
"02/17/2022","1,205.35","1,206.80","1,210.80","1,195.60","2.87B","-0.23%"
"02/16/2022","1,208.14","1,207.60","1,211.97","1,206.05","3.31B","0.39%"
"02/15/2022","1,203.46","1,189.68","1,203.46","1,185.64","3.00B","1.36%"
"02/14/2022","1,187.35","1,195.18","1,196.15","1,177.10","3.61B","-1.08%"
"02/11/2022","1,200.36","1,203.27","1,204.61","1,192.05","2.92B","-0.31%"
"02/10/2022","1,204.07","1,210.87","1,214.08","1,201.53","3.54B","-0.04%"
"02/09/2022","1,204.49","1,200.63","1,207.13","1,196.20","3.35B","0.74%"
"02/08/2022","1,195.68","1,202.49","1,212.19","1,195.68","3.44B","-0.32%"
"02/07/2022","1,199.56","1,192.35","1,200.40","1,191.30","3.04B","1.02%"
"02/04/2022","1,187.47","1,184.39","1,188.68","1,181.05","2.70B","0.51%"
"02/03/2022","1,181.48","1,189.24","1,190.19","1,172.12","2.89B","-0.39%"
"02/02/2022","1,186.09","1,177.98","1,188.52","1,176.45","3.22B","1.08%"
"01/31/2022","1,173.39","1,186.11","1,186.76","1,173.39","4.48B","-0.83%"
"01/28/2022","1,183.19","1,181.06","1,183.87","1,175.43","3.80B","0.35%"
"01/27/2022","1,179.07","1,175.17","1,181.92","1,171.99","3.07B","0.07%"
"01/26/2022","1,178.24","1,169.21","1,178.91","1,167.02","4.68B","0.89%"
"01/25/2022","1,167.80","1,175.56","1,175.89","1,159.15","2.89B","-1.12%"
"01/24/2022","1,181.03","1,186.42","1,188.39","1,178.25","2.49B","-0.94%"
"01/21/2022","1,192.21","1,173.61","1,192.21","1,168.89","2.60B","1.57%"
"01/20/2022","1,173.76","1,171.68","1,176.95","1,167.69","2.67B","0.52%"
"01/19/2022","1,167.70","1,173.88","1,174.66","1,165.78","2.17B","-0.62%"
"01/18/2022","1,174.95","1,182.43","1,185.06","1,160.81","2.70B","-0.43%"
"01/17/2022","1,179.97","1,191.26","1,191.37","1,175.37","2.13B","-0.57%"
"01/14/2022","1,186.79","1,182.70","1,188.95","1,178.54","2.00B","0.23%"
"01/13/2022","1,184.05","1,180.96","1,184.36","1,176.30","2.39B","0.56%"
"01/12/2022","1,177.41","1,175.79","1,180.37","1,170.81","2.90B","0.47%"
"01/11/2022","1,171.87","1,183.13","1,184.50","1,169.33","2.75B","-0.65%"
"01/10/2022","1,179.48","1,183.81","1,187.20","1,178.91","2.00B","-0.39%"
"01/07/2022","1,184.08","1,176.87","1,186.89","1,172.81","2.42B","0.92%"
"01/06/2022","1,173.27","1,177.16","1,178.35","1,162.38","2.36B","-0.08%"
"01/05/2022","1,174.22","1,184.73","1,189.16","1,168.55","2.27B","-0.76%"
"01/04/2022","1,183.25","1,182.87","1,190.01","1,182.39","2.03B","0.25%"
"01/03/2022","1,180.31","1,166.61","1,183.58","1,166.31","1.84B","1.27%"
"12/30/2021","1,165.55","1,173.44","1,173.86","1,165.55","1.88B","-0.50%"
"12/29/2021","1,171.41","1,174.86","1,178.03","1,169.03","1.66B","-0.16%"
"12/28/2021","1,173.30","1,171.96","1,177.14","1,171.39","1.93B","0.41%"
"12/27/2021","1,168.49","1,166.56","1,170.30","1,165.61","1.64B","0.36%"
"12/24/2021","1,164.24","1,165.58","1,168.76","1,162.23","1.51B","-0.03%"
"12/23/2021","1,164.64","1,161.36","1,167.49","1,158.57","1.51B","0.47%"
"12/22/2021","1,159.14","1,173.98","1,176.67","1,159.14","1.76B","-0.86%"
"12/21/2021","1,169.13","1,166.72","1,175.37","1,165.74","2.00B","0.22%"
"12/20/2021","1,166.62","1,169.01","1,171.62","1,164.51","1.91B","-0.83%"
"12/17/2021","1,176.33","1,170.73","1,176.66","1,167.94","2.48B","0.18%"
"12/16/2021","1,174.24","1,189.27","1,191.51","1,173.19","2.69B","-0.78%"
"12/15/2021","1,183.51","1,178.65","1,189.78","1,177.13","2.65B","0.41%"
"12/14/2021","1,178.66","1,184.97","1,186.10","1,175.66","1.87B","-0.46%"
"12/13/2021","1,184.13","1,191.21","1,194.23","1,184.13","1.89B","-0.33%"
"12/10/2021","1,188.04","1,184.82","1,188.04","1,178.62","2.14B","-0.35%"
"12/09/2021","1,192.17","1,187.89","1,192.17","1,182.77","2.41B","0.71%"
"12/08/2021","1,183.80","1,193.34","1,194.25","1,181.96","2.45B","-0.52%"
"12/07/2021","1,189.94","1,184.70","1,190.56","1,183.69","2.49B","1.13%"
"12/06/2021","1,176.68","1,179.42","1,187.43","1,173.48","2.36B","0.07%"
"12/03/2021","1,175.88","1,186.64","1,189.18","1,175.88","2.16B","-0.81%"
"12/02/2021","1,185.42","1,169.20","1,186.79","1,164.56","2.74B","1.60%"
"12/01/2021","1,166.78","1,171.97","1,185.50","1,164.46","3.53B","-0.17%"
"11/30/2021","1,168.73","1,190.40","1,195.08","1,168.73","4.76B","-1.84%"
"11/29/2021","1,190.62","1,178.76","1,193.60","1,163.96","","0.79%"
"11/26/2021","1,181.23","1,208.09","1,208.75","1,178.56","4.06B","-2.44%"
"11/25/2021","1,210.79","1,208.31","1,219.23","1,207.80","2.65B","0.52%"
"11/24/2021","1,204.52","1,208.71","1,209.55","1,202.07","2.57B","0.05%"
"11/23/2021","1,203.94","1,208.26","1,212.63","1,201.11","2.94B","-0.49%"
"11/22/2021","1,209.83","1,210.84","1,215.77","1,200.78","2.71B","0.20%"
"11/19/2021","1,207.37","1,190.96","1,208.40","1,190.69","2.80B","1.73%"
"11/18/2021","1,186.82","1,189.77","1,193.14","1,184.04","2.55B","-0.66%"
"11/17/2021","1,194.73","1,194.91","1,196.28","1,188.28","2.54B","0.36%"
"11/16/2021","1,190.43","1,178.08","1,192.23","1,177.66","2.58B","0.73%"
"11/15/2021","1,181.85","1,195.14","1,197.55","1,181.85","2.40B","-0.93%"
"11/12/2021","1,193.00","1,205.28","1,206.91","1,192.22","2.48B","-0.63%"
"11/11/2021","1,200.55","1,201.80","1,205.07","1,197.92","2.31B","0.12%"
"11/10/2021","1,199.06","1,193.63","1,199.75","1,190.39","2.32B","0.35%"
"11/09/2021","1,194.90","1,194.80","1,198.90","1,191.76","2.44B","0.18%"
"11/08/2021","1,192.78","1,192.96","1,195.47","1,187.94","2.16B","0.37%"
"11/05/2021","1,188.39","1,192.06","1,193.58","1,179.55","2.20B","-0.07%"
"11/04/2021","1,189.22","1,194.77","1,198.75","1,189.22","2.79B","0.36%"
"11/03/2021","1,185.01","1,173.45","1,187.86","1,170.04","2.55B","1.08%"
"11/02/2021","1,172.37","1,187.34","1,190.05","1,170.41","2.83B","-1.13%"
"11/01/2021","1,185.75","1,200.37","1,201.34","1,185.75","2.64B","-0.64%"
"10/29/2021","1,193.44","1,192.18","1,196.28","1,188.16","3.07B","0.96%"
"10/28/2021","1,182.09","1,194.32","1,200.42","1,178.97","3.71B","-1.55%"
"10/27/2021","1,200.66","1,215.41","1,216.19","1,198.35","2.89B","-1.07%"
"10/26/2021","1,213.68","1,211.65","1,219.72","1,209.80","2.67B","0.47%"
"10/25/2021","1,207.96","1,215.91","1,223.93","1,207.96","2.95B","-1.03%"
"10/22/2021","1,220.52","1,213.58","1,222.60","1,206.18","3.75B","0.29%"
"10/21/2021","1,217.06","1,230.94","1,233.86","1,211.93","5.63B","-0.82%"
"10/19/2021","1,227.13","1,230.65","1,233.38","1,217.29","3.98B","-0.14%"
"10/18/2021","1,228.83","1,227.73","1,235.18","1,221.34","4.99B","0.45%"
"10/15/2021","1,223.38","1,228.14","1,234.77","1,210.60","4.43B","0.00%"
"10/14/2021","1,223.34","1,210.48","1,229.16","1,210.48","4.62B","1.39%"
"10/13/2021","1,206.53","1,193.38","1,219.52","1,193.04","4.24B","1.47%"
"10/12/2021","1,189.10","1,182.38","1,191.88","1,182.08","5.58B","0.63%"
"10/11/2021","1,181.67","1,181.72","1,186.78","1,176.05","4.62B","0.03%"
"10/08/2021","1,181.30","1,170.46","1,183.20","1,169.44","4.32B","1.48%"
"10/07/2021","1,164.10","1,163.21","1,173.89","1,158.99","5.20B","0.02%"
"10/06/2021","1,163.91","1,140.85","1,169.36","1,140.54","6.14B","2.62%"
"10/05/2021","1,134.25","1,141.39","1,147.45","1,131.25","6.37B","-0.75%"
"10/04/2021","1,142.78","1,112.68","1,142.78","1,112.68","6.55B","2.86%"
"10/01/2021","1,111.03","1,118.12","1,119.04","1,107.49","5.56B","-1.04%"
"09/30/2021","1,122.69","1,096.78","1,122.69","1,096.43","4.22B","2.70%"
"09/29/2021","1,093.18","1,077.22","1,093.18","1,075.09","3.84B","1.22%"
"09/28/2021","1,079.99","1,082.95","1,084.83","1,077.93","4.43B","-0.13%"
"09/27/2021","1,081.35","1,085.92","1,088.46","1,078.55","3.38B","-0.52%"
"09/24/2021","1,086.97","1,087.74","1,093.74","1,082.53","3.81B","-0.08%"
"09/23/2021","1,087.81","1,085.84","1,089.70","1,084.32","2.97B","0.41%"
"09/22/2021","1,083.32","1,071.27","1,085.69","1,070.85","2.60B","1.11%"
"09/21/2021","1,071.46","1,067.13","1,073.68","1,057.97","2.78B","-0.27%"
"09/20/2021","1,074.42","1,084.64","1,084.78","1,068.66","2.88B","-0.99%"
"09/17/2021","1,085.12","1,082.12","1,085.12","1,076.36","3.55B","-0.02%"
"09/16/2021","1,085.34","1,091.27","1,093.01","1,082.78","2.81B","-0.14%"
"09/15/2021","1,086.87","1,090.65","1,091.31","1,084.14","3.58B","-0.48%"
"09/14/2021","1,092.10","1,088.95","1,092.92","1,087.51","4.47B","0.61%"
"09/13/2021","1,085.47","1,085.76","1,088.65","1,078.76","1.83B","-0.42%"
"09/10/2021","1,090.02","1,087.17","1,093.52","1,082.21","2.47B","0.03%"
"09/09/2021","1,089.70","1,074.55","1,089.70","1,069.99","3.36B","1.37%"
"09/08/2021","1,074.92","1,094.17","1,095.53","1,070.09","3.10B","-1.70%"
"09/07/2021","1,093.50","1,098.89","1,100.41","1,092.12","2.83B","-0.26%"
"09/06/2021","1,096.35","1,097.35","1,099.97","1,090.67","3.71B","0.18%"
"09/03/2021","1,094.38","1,083.31","1,094.38","1,078.04","3.44B","1.22%"
"09/02/2021","1,081.24","1,080.63","1,084.38","1,075.32","2.49B","0.10%"
"09/01/2021","1,080.13","1,087.93","1,089.85","1,079.58","2.34B","-0.53%"
"08/31/2021","1,085.89","1,085.68","1,088.62","1,079.27","2.84B","0.10%"
"08/30/2021","1,084.83","1,065.75","1,084.83","1,065.75","2.80B","2.34%"
"08/27/2021","1,060.00","1,064.79","1,065.66","1,058.15","2.12B","-0.57%"
"08/26/2021","1,066.12","1,073.63","1,076.25","1,060.17","1.86B","-0.86%"
"08/25/2021","1,075.32","1,073.61","1,077.56","1,071.33","2.39B","0.28%"
"08/24/2021","1,072.36","1,080.91","1,084.21","1,063.26","2.73B","-0.67%"
"08/23/2021","1,079.57","1,071.48","1,079.57","1,071.48","3.16B","0.95%"
"08/20/2021","1,069.43","1,061.71","1,070.23","1,053.28","2.69B","0.64%"
"08/19/2021","1,062.68","1,085.01","1,085.43","1,057.50","3.32B","-2.25%"
"08/18/2021","1,087.17","1,078.06","1,090.38","1,071.12","3.94B","1.40%"
"08/16/2021","1,072.11","1,076.88","1,077.91","1,062.35","2.62B","-0.30%"
"08/13/2021","1,075.35","1,073.66","1,078.97","1,069.48","2.27B","0.53%"
"08/12/2021","1,069.65","1,057.68","1,070.21","1,055.49","3.32B","1.26%"
"08/10/2021","1,056.36","1,060.99","1,062.21","1,045.94","2.99B","-0.13%"
"08/09/2021","1,057.71","1,073.20","1,074.80","1,052.79","3.17B","-1.43%"
"08/06/2021","1,073.11","1,086.30","1,088.96","1,071.01","3.20B","-0.76%"
"08/05/2021","1,081.28","1,074.02","1,084.73","1,071.46","3.93B","1.07%"
"08/04/2021","1,069.80","1,067.84","1,071.65","1,060.68","3.66B","0.49%"
"08/03/2021","1,064.58","1,059.34","1,067.81","1,057.30","2.85B","0.78%"
"08/02/2021","1,056.30","1,055.56","1,057.14","1,045.32","2.91B","0.80%"
"07/30/2021","1,047.97","1,065.55","1,069.16","1,047.97","3.97B","-1.25%"
"07/29/2021","1,061.23","1,061.67","1,064.89","1,057.64","3.63B","0.43%"
"07/28/2021","1,056.68","1,062.24","1,065.68","1,054.11","3.14B","-0.59%"
"07/27/2021","1,062.94","1,071.06","1,074.59","1,057.19","3.28B","-0.39%"
"07/26/2021","1,067.05","1,073.58","1,077.80","1,066.59","3.13B","-0.42%"
"07/23/2021","1,071.56","1,086.86","1,088.62","1,069.55","3.02B","-1.20%"
"07/22/2021","1,084.59","1,074.23","1,084.59","1,074.02","3.71B","1.68%"
"07/21/2021","1,066.63","1,068.57","1,073.84","1,064.57","3.97B","0.26%"
"07/19/2021","1,063.84","1,072.76","1,073.05","1,063.75","2.59B","-1.07%"
"07/16/2021","1,075.39","1,074.11","1,076.56","1,070.10","2.74B","0.55%"
"07/15/2021","1,069.51","1,057.82","1,069.86","1,057.26","2.64B","1.30%"
"07/14/2021","1,055.77","1,063.80","1,065.24","1,051.26","3.18B","-0.85%"
"07/13/2021","1,064.85","1,081.53","1,083.08","1,063.35","3.14B","-1.07%"
"07/12/2021","1,076.38","1,076.35","1,081.16","1,073.47","3.23B","0.52%"
"07/09/2021","1,070.77","1,069.46","1,072.94","1,066.24","3.25B","0.05%"
"07/08/2021","1,070.26","1,074.81","1,079.36","1,066.77","3.75B","-0.20%"
"07/07/2021","1,072.39","1,079.48","1,079.48","1,068.19","3.19B","-0.26%"
"07/06/2021","1,075.16","1,071.75","1,078.04","1,069.93","3.76B","0.58%"
"07/05/2021","1,069.00","1,081.64","1,082.72","1,066.33","2.64B","-1.14%"
"07/02/2021","1,081.32","1,080.05","1,085.18","1,076.71","3.18B","0.48%"
"07/01/2021","1,076.16","1,075.56","1,082.04","1,067.43","3.45B","0.46%"
"06/30/2021","1,071.25","1,065.06","1,076.25","1,065.06","4.66B","0.62%"
"06/29/2021","1,064.68","1,062.77","1,074.34","1,061.17","3.53B","0.30%"
"06/28/2021","1,061.46","1,075.74","1,078.55","1,061.46","3.66B","-1.51%"
"06/25/2021","1,077.70","1,079.56","1,084.31","1,077.50","3.04B","0.21%"
"06/24/2021","1,075.40","1,085.25","1,086.43","1,074.75","2.51B","-0.47%"
"06/23/2021","1,080.44","1,094.26","1,098.68","1,080.44","3.53B","-1.06%"
"06/22/2021","1,092.05","1,078.78","1,098.73","1,077.57","3.46B","1.50%"
"06/21/2021","1,075.93","1,067.71","1,083.22","1,053.22","3.98B","-0.44%"
"06/18/2021","1,080.66","1,098.84","1,099.61","1,073.51","5.68B","-1.73%"
"06/17/2021","1,099.65","1,104.15","1,106.15","1,097.40","3.56B","-0.78%"
"06/16/2021","1,108.28","1,113.54","1,116.03","1,106.23","4.32B","-0.90%"
"06/15/2021","1,118.38","1,117.38","1,118.38","1,109.39","4.09B","0.21%"
